Date,Symbol,Price,Hour1Buy,Hour1Sell,Hour1Neutral,Hour4Buy,Hour4Sell,Hour4Neutral,DayBuy,DaySell,DayNeutral,WeekBuy,WeekSell,WeekNeutral,MonthBuy,MonthSell,MonthNeutral,Hour1Desition,Hour4Desition,DayDesition,WeekDesition,MonthDesition,Hour1PeriodStatus,Hour1ClosingPrice,Hour4PeriodStatus,Hour4ClosingPrice,DayPeriodStatus,DayClosingPrice,WeekPeriodStatus,WeekClosingPrice,MonthPeriodStatus,MonthClosingPrice,Hour1Accuracy,Hour1ProfitPercentage,Hour4Accuracy,Hour4ProfitPercentage,DayAccuracy,DayProfitPercentage,WeekAccuracy,WeekProfitPercentage,MonthAccuracy,MonthProfitPercentage
2019-04-16 22:42:12,EURCHF,1.137,14,5,9,17,4,7,17,1,9,12,5,10,9,5,9,BUY,BUY,BUY,BUY,NEUTRAL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:42:37,GBPJPY,146.17,4,14,10,8,11,9,16,1,10,12,5,10,8,7,8,SELL,SELL,BUY,BUY,NEUTRAL,CLOSED,146.2,CLOSED,146.2,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0002051983584131405,0,-0.0002051983584131405,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:43:02,USDMXN,18.8681,8,12,8,7,13,8,5,14,8,3,16,8,5,9,9,SELL,SELL,SELL,SELL,NEUTRAL,CLOSED,18.8606,CLOSED,18.8606,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.00039765436942603794,1,0.00039765436942603794,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:43:28,EURGBP,0.8646,15,3,10,17,2,9,12,6,9,6,11,10,6,10,7,BUY,BUY,BUY,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:43:53,EURUSD,1.1282,5,15,8,6,13,9,9,9,9,4,13,10,2,13,8,SELL,SELL,NEUTRAL,SELL,SELL,CLOSED,1.1311,CLOSED,1.1311,CLOSED,1.1301,PENDING,PENDING,PENDING,PENDING,0,-0.0025638758730438535,0,-0.0025638758730438535,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:44:19,GBPCAD,1.742,2,17,9,1,17,10,5,13,9,13,4,10,11,4,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.7399,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.001206965917581465,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:44:45,CADJPY,83.89,18,1,9,18,2,8,15,3,9,9,8,10,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,83.89,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,0.0,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:45:11,CHFJPY,111.15,2,16,10,3,18,7,3,14,10,4,14,9,3,11,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0025254802922341584,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:45:37,USDCHF,1.0077,19,3,6,18,4,6,17,1,9,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.002869582426281321,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:46:05,USDJPY,112.02,20,0,8,16,2,10,16,3,8,17,1,9,13,1,9,BUY,BUY,BUY,BUY,BUY,CLOSED,111.95,CLOSED,111.97,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0006252791424742579,0,-0.00044654818254887164,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:46:31,EURJPY,126.38,6,13,9,11,8,9,15,6,6,8,10,9,4,10,9,SELL,BUY,BUY,SELL,SELL,CLOSED,126.63,CLOSED,126.46,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0019742557055989892,1,0.0006326111023248324,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:46:58,CADCHF,0.7547,18,4,6,19,1,8,17,1,9,15,3,9,9,6,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:47:26,EURCAD,1.5063,3,16,9,6,12,10,9,8,10,10,8,9,7,6,10,SELL,SELL,NEUTRAL,BUY,NEUTRAL,CLOSED,1.5076,CLOSED,1.5075,CLOSED,1.5084,PENDING,PENDING,PENDING,PENDING,0,-0.0008622976916954622,0,-0.000796019900497572,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:47:55,GBPUSD,1.3048,4,16,8,1,18,9,4,14,9,7,11,9,3,11,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-16 22:48:23,USDCAD,1.3352,3,16,9,9,10,9,16,3,8,15,3,9,14,1,8,SELL,SELL,BUY,BUY,BUY,CLOSED,1.3351,CLOSED,1.3351,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,7.490075649763238e-05,1,7.490075649763238e-05,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 06:59:19,EURCHF,1.1383,18,4,6,19,2,7,17,1,9,13,4,10,9,5,9,BUY,BUY,BUY,BUY,NEUTRAL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 06:59:48,GBPJPY,146.15,7,11,10,10,9,9,15,2,10,12,5,10,8,7,8,SELL,BUY,BUY,BUY,NEUTRAL,CLOSED,146.2,CLOSED,146.0,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0003419972640217712,0,-0.0010273972602740115,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:00:16,USDMXN,18.8587,5,17,6,6,13,9,4,15,8,3,16,8,5,9,9,SELL,SELL,SELL,SELL,NEUTRAL,CLOSED,18.8606,CLOSED,18.8606,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0001007391069214488,0,-0.0001007391069214488,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:00:44,EURGBP,0.8654,14,4,10,17,4,7,14,4,9,7,10,10,5,11,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:01:11,EURUSD,1.1303,17,2,9,17,2,9,13,5,9,6,12,9,2,13,8,BUY,BUY,BUY,SELL,SELL,CLOSED,1.1296,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0006196883852692502,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:01:40,GBPCAD,1.7421,2,16,10,1,18,9,5,12,10,13,4,10,11,4,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.7399,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0012644404850853381,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:02:09,CADJPY,83.92,18,1,9,18,2,8,15,4,8,9,8,10,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,83.89,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00035761115746812657,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:02:37,CHFJPY,111.15,6,12,10,4,17,7,5,14,8,4,14,9,3,11,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0025254802922341584,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:03:07,USDCHF,1.0070000000000001,14,6,8,18,4,6,17,3,7,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.00356224025331469,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:03:35,USDJPY,111.97,11,8,9,14,4,10,17,4,6,17,1,9,13,1,9,BUY,BUY,BUY,BUY,BUY,CLOSED,111.95,CLOSED,111.97,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00017865118356405555,0,0.0,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:04:05,EURJPY,126.53,17,2,9,17,2,9,15,4,8,8,10,9,3,11,9,BUY,BUY,BUY,SELL,SELL,CLOSED,126.51,CLOSED,126.46,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0001580902695438781,0,-0.0005535347145342985,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:04:35,CADCHF,0.7548,19,2,7,19,1,8,17,2,8,15,3,9,9,6,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:05:04,EURCAD,1.508,13,6,8,10,9,9,13,6,8,12,6,9,8,5,10,BUY,BUY,BUY,BUY,NEUTRAL,CLOSED,1.5075,CLOSED,1.5066,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00033167495854059364,0,-0.0009292446568432682,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:05:34,GBPUSD,1.3058,7,12,9,5,16,7,5,13,9,7,11,9,4,10,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 07:06:04,USDCAD,1.3343,4,17,7,1,18,9,8,10,9,15,3,9,14,1,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.3351,CLOSED,1.3351,CLOSED,1.3352,PENDING,PENDING,PENDING,PENDING,0,-0.000599206051981059,0,-0.000599206051981059,0,-0.0006740563211503152,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:07:29,EURCHF,1.1391,19,3,6,20,3,5,18,0,9,13,4,10,9,4,10,BUY,BUY,BUY,BUY,NEUTRAL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:08:02,GBPJPY,146.2,11,8,9,11,8,9,15,2,10,12,5,10,8,7,8,BUY,BUY,BUY,BUY,NEUTRAL,CLOSED,146.0,CLOSED,146.13,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0013698630136985523,0,-0.0004790255252172256,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:08:35,USDMXN,18.8337,3,18,7,6,12,10,2,16,9,4,16,7,5,9,9,SELL,SELL,SELL,SELL,NEUTRAL,CLOSED,18.8606,CLOSED,18.8606,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0014262536716754108,0,-0.0014262536716754108,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:09:08,EURGBP,0.8662,18,2,8,18,1,9,13,5,9,7,10,10,5,11,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:09:42,EURUSD,1.1311,18,2,8,17,2,9,14,4,9,6,12,9,2,13,8,BUY,BUY,BUY,SELL,SELL,CLOSED,1.1296,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.001327903682719597,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:10:16,GBPCAD,1.7403,3,18,7,3,17,8,5,13,9,11,6,10,11,4,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.7399,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.00022989827001549282,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:10:50,CADJPY,84.0,17,2,9,17,2,9,15,5,7,9,8,10,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,83.89,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0013112409107164076,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:11:24,CHFJPY,111.11,2,17,9,1,18,9,3,15,9,4,14,9,3,11,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0021646973933435094,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:11:59,USDCHF,1.0073,17,3,8,18,3,7,17,3,7,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0032653868988718176,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:12:34,USDJPY,111.95,7,13,8,11,8,9,17,4,6,17,1,9,13,1,9,SELL,BUY,BUY,BUY,BUY,CLOSED,112.02,CLOSED,111.97,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0006248884127833706,1,0.00017861927301952328,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:13:10,EURJPY,126.63,18,1,9,16,2,10,15,4,8,9,9,9,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,126.51,CLOSED,126.46,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.000948541617263381,0,-0.0013442985924403108,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:13:45,CADCHF,0.7559,19,2,7,18,3,7,17,1,9,15,3,9,9,6,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:14:21,EURCAD,1.5075,5,14,9,10,8,10,12,7,8,11,7,9,8,5,10,SELL,NEUTRAL,BUY,BUY,NEUTRAL,CLOSED,1.5076,CLOSED,1.5076,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-6.633059166887038e-05,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:14:57,GBPUSD,1.3057,6,13,9,3,16,9,4,13,10,7,11,9,4,10,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 09:15:34,USDCAD,1.3325,2,17,9,1,17,10,5,14,8,12,6,9,14,0,9,SELL,SELL,SELL,BUY,BUY,CLOSED,1.3351,CLOSED,1.3351,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0019474196689386082,0,-0.0019474196689386082,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:29:22,EURCHF,1.1403,18,4,6,18,3,7,17,1,9,15,2,10,10,4,9,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:30:00,GBPJPY,146.0,3,16,9,5,13,10,13,4,10,12,5,10,8,7,8,SELL,SELL,BUY,BUY,NEUTRAL,CLOSED,146.13,CLOSED,146.13,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0008896188325463317,0,-0.0008896188325463317,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:30:39,USDMXN,18.8251,0,19,9,3,15,10,3,15,9,4,16,7,4,10,9,SELL,SELL,SELL,SELL,SELL,CLOSED,18.8606,CLOSED,18.8606,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0018822306819508672,0,-0.0018822306819508672,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:31:19,EURGBP,0.8677,18,4,6,18,1,9,13,5,9,7,10,10,6,10,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:31:57,EURUSD,1.1313,18,2,8,17,2,9,14,4,9,6,12,9,2,13,8,BUY,BUY,BUY,SELL,SELL,CLOSED,1.1296,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0015049575070821839,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:32:36,GBPCAD,1.7361,4,17,7,1,18,9,5,13,9,12,6,9,10,5,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.7399,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.002184033565147437,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:33:15,CADJPY,84.08,17,3,8,18,1,9,15,5,7,9,8,10,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,83.89,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0022648706639646888,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:33:55,CHFJPY,111.07,2,16,10,0,19,9,3,15,9,3,15,9,3,11,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0018039144944528604,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 11:34:37,USDCHF,1.0079,17,2,9,18,3,7,17,2,8,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0026716801899860725,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
